age,body_type,diet,drinks,drugs,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
27.0,fit,other,2,0,69.0,-1.0,medicine / health,2012-06-29-20-09,california,no_kids,straight,like_boths,agnosticism,m,,no,english (fluently),single
28.0,fit,halal,2,0,70.0,-1.0,medicine / health,2012-06-25-11-20,california,no_kids,straight,like_dogs,atheism,m,libra,no,"english, french (okay), other (poorly)",single
35.0,fit,other,2,0,64.0,-1.0,banking / financial / real estate,2012-06-29-20-52,california,no_kids,straight,like_dogs,judaism,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
31.0,fit,other,2,0,71.0,100000.0,other,2012-05-03-00-18,california,no_kids,straight,like_boths,judaism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), yiddish (poorly), spanish (poorly)",single
26.0,fit,other,3,1,70.0,-1.0,student,2012-06-29-06-13,california,no_kids,straight,like_boths,agnosticism,m,,sometimes,english,single
35.0,average,other,3,0,73.0,-1.0,computer / hardware / software,2012-06-29-21-53,california,no_kids,straight,like_dogs,agnosticism,m,aries but it doesn&rsquo;t matter,,english,single
25.0,fit,other,2,0,70.0,-1.0,science / tech / engineering,2012-06-17-20-46,california,no_kids,straight,like_dogs,agnosticism,m,sagittarius but it doesn&rsquo;t matter,no,english,single
34.0,average,other,2,0,73.0,-1.0,law / legal services,2012-06-29-22-21,other,no_kids,straight,like_dogs,other but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,english,single
29.0,fit,other,2,0,61.0,-1.0,other,2012-06-29-21-40,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,no,english,single
24.0,fit,other,2,1,67.0,-1.0,artistic / musical / writer,2012-06-28-00-13,other,no_kids,straight,like_dogs,other and very serious about it,f,scorpio and it matters a lot,no,"english (fluently), italian (okay), spanish (poorly)",single
27.0,fit,other,2,0,70.0,40000.0,other,2012-05-17-22-31,california,no_kids,straight,like_boths,agnosticism,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),single
27.0,fit,other,2,0,64.0,-1.0,sales / marketing / biz dev,2012-06-24-12-07,california,no_kids,gay,like_boths,atheism,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), vietnamese (okay)",single
38.0,fit,other,1,0,72.0,-1.0,computer / hardware / software,2012-06-25-17-47,california,no_kids,straight,like_boths,agnosticism,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single
33.0,fit,other,3,0,69.0,-1.0,science / tech / engineering,2011-09-09-18-22,california,no_kids,straight,like_boths,agnosticism,m,taurus,no,"english (fluently), french (poorly), spanish (poorly)",single
41.0,fit,other,2,0,76.0,-1.0,banking / financial / real estate,2012-01-18-08-25,other,kid,straight,like_boths,other,m,pisces,no,english,single
27.0,fit,other,1,0,72.0,-1.0,computer / hardware / software,2012-06-30-01-11,california,no_kids,straight,like_boths,agnosticism,m,,no,"english, spanish",single
44.0,fit,other,2,0,68.0,-1.0,sales / marketing / biz dev,2011-11-22-20-59,california,no_kids,straight,like_dogs,agnosticism,f,libra and it&rsquo;s fun to think about,no,english,single
24.0,average,other,2,0,72.0,60000.0,artistic / musical / writer,2012-06-29-08-48,other,no_kids,straight,like_boths,other and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), czech (poorly)",single
34.0,fit,other,2,0,69.0,-1.0,other,2011-08-30-14-50,california,no_kids,straight,like_boths,agnosticism,m,,no,"english, chinese",single
46.0,fit,other,2,0,75.0,-1.0,education / academia,2012-06-29-14-29,california,no_kids,gay,like_boths,christianity,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
29.0,average,other,2,0,73.0,40000.0,other,2011-07-22-13-18,california,no_kids,straight,like_boths,catholicism,m,sagittarius but it doesn&rsquo;t matter,no,english,single
30.0,average,other,2,0,64.0,-1.0,science / tech / engineering,2012-06-27-18-36,california,no_kids,straight,like_boths,agnosticism,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single
47.0,fit,other,2,0,65.0,70000.0,banking / financial / real estate,2012-06-29-20-52,california,no_kids,straight,like_dogs,catholicism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
31.0,fit,other,1,1,71.0,-1.0,construction / craftsmanship,2012-06-29-10-02,california,no_kids,gay,like_boths,agnosticism,m,libra,yes,english (fluently),single
27.0,fit,other,2,0,68.0,40000.0,computer / hardware / software,2012-06-23-11-32,california,no_kids,bisexual,like_dogs,agnosticism,m,aries and it&rsquo;s fun to think about,sometimes,english,single
33.0,average,other,2,0,67.0,40000.0,other,2012-04-08-18-56,california,no_kids,straight,like_boths,catholicism,m,libra,sometimes,english,single
52.0,fit,other,0,0,72.0,-1.0,artistic / musical / writer,2012-06-29-12-35,other,no_kids,straight,like_boths,other and laughing about it,m,,no,english,single
28.0,average,other,1,0,61.0,-1.0,clerical / administrative,2012-06-19-09-16,california,no_kids,straight,like_boths,agnosticism,f,pisces,no,english,single
32.0,average,other,2,0,70.0,-1.0,entertainment / media,2012-06-29-19-13,california,no_kids,straight,like_boths,atheism,m,,no,"english (fluently), french (poorly), spanish (poorly)",single
28.0,average,other,2,0,65.0,-1.0,hospitality / travel,2011-12-05-23-37,california,no_kids,straight,dislike,christianity,f,capricorn and it&rsquo;s fun to think about,,"english (fluently), spanish (okay)",single
26.0,fit,other,3,1,69.0,-1.0,sales / marketing / biz dev,2011-08-11-16-20,other,no_kids,straight,like_boths,other but not too serious about it,m,scorpio but it doesn&rsquo;t matter,when drinking,english,single
46.0,fit,other,2,1,67.0,-1.0,other,2011-08-20-12-13,california,no_kids,straight,like_boths,catholicism,m,capricorn,sometimes,english,single
26.0,average,other,2,1,71.0,-1.0,other,2012-06-15-10-39,california,no_kids,straight,like_boths,agnosticism,m,pisces but it doesn&rsquo;t matter,no,english,single
31.0,fit,other,2,0,70.0,-1.0,banking / financial / real estate,2012-06-29-19-22,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
24.0,average,other,2,0,68.0,-1.0,other,2012-06-29-13-38,california,no_kids,bisexual,like_boths,buddhism,f,,,"english, spanish (okay)",single
42.0,overweight,other,3,1,68.0,150000.0,executive / management,2012-06-29-23-39,california,kid,straight,like_boths,atheism,m,gemini but it doesn&rsquo;t matter,no,"english, c++ (fluently), lisp (poorly)",available
28.0,average,other,2,0,72.0,-1.0,science / tech / engineering,2012-06-19-21-37,california,no_kids,straight,like_boths,agnosticism,m,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
25.0,fit,other,2,0,74.0,-1.0,science / tech / engineering,2012-06-29-11-29,california,no_kids,straight,like_boths,agnosticism,m,taurus,no,english,single
25.0,fit,other,3,2,72.0,-1.0,other,2012-06-28-19-24,california,no_kids,straight,like_boths,agnosticism,m,capricorn,sometimes,english,single
44.0,fit,other,2,0,67.0,-1.0,medicine / health,2012-06-27-18-30,other,no_kids,straight,like_dogs,other,f,cancer,no,english,single
25.0,fit,other,2,0,63.0,-1.0,medicine / health,2012-06-29-20-55,california,no_kids,bisexual,like_boths,christianity,f,sagittarius,no,english,single
20.0,average,other,2,1,67.0,20000.0,student,2012-06-25-17-30,california,no_kids,gay,like_dogs,buddhism,m,virgo and it&rsquo;s fun to think about,when drinking,"english (fluently), french (fluently), chinese (okay)",seeing someone
30.0,fit,other,0,0,75.0,-1.0,hospitality / travel,2012-06-28-16-42,california,no_kids,gay,like_boths,agnosticism,m,sagittarius and it&rsquo;s fun to think about,no,"english, japanese",single
33.0,fit,other,2,0,67.0,-1.0,retired,2012-06-28-02-21,california,no_kids,straight,like_boths,atheism,m,,no,english,single
22.0,fit,other,2,0,68.0,-1.0,entertainment / media,2012-05-24-01-13,california,no_kids,straight,like_boths,christianity,f,scorpio,no,"english (fluently), sign language (fluently)",single
33.0,fit,other,2,0,65.0,-1.0,medicine / health,2012-06-21-22-12,california,no_kids,straight,like_dogs,agnosticism,f,aquarius,no,english,single
42.0,average,other,2,0,71.0,-1.0,other,2012-04-02-19-37,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
31.0,average,other,3,0,69.0,-1.0,sales / marketing / biz dev,2012-06-30-01-04,california,kid,straight,like_boths,agnosticism,f,libra and it&rsquo;s fun to think about,no,english (fluently),single
32.0,fit,other,2,0,62.0,-1.0,education / academia,2012-04-26-21-38,california,no_kids,straight,like_dogs,agnosticism,f,libra,no,"english (fluently), korean (okay), japanese (poorly)",single
42.0,fit,other,2,0,63.0,60000.0,artistic / musical / writer,2012-06-28-09-09,other,no_kids,straight,like_boths,other,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (okay)",single
26.0,fit,other,2,0,69.0,-1.0,banking / financial / real estate,2012-06-15-16-23,california,no_kids,straight,like_dogs,christianity,f,,no,english,single
25.0,fit,other,2,0,73.0,-1.0,banking / financial / real estate,2012-06-29-21-58,california,no_kids,straight,like_boths,agnosticism,m,,no,"english, spanish (poorly), irish (okay), c++ (okay), khmer (fluently)",single
67.0,average,other,2,0,70.0,80000.0,retired,2012-06-29-17-07,california,kid,straight,like_cats,christianity,m,,no,"english (fluently), spanish (poorly)",single
57.0,fit,other,2,0,65.0,-1.0,medicine / health,2012-06-28-18-07,california,kid,straight,like_boths,judaism,f,aquarius and it&rsquo;s fun to think about,no,english,single
43.0,average,other,2,1,65.0,-1.0,rather not say,2012-06-27-02-36,california,no_kids,bisexual,like_boths,agnosticism,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
24.0,average,other,2,0,62.0,-1.0,student,2012-06-27-12-58,california,no_kids,straight,like_boths,agnosticism,f,leo and it&rsquo;s fun to think about,no,"english, spanish (fluently)",single
30.0,average,other,1,0,69.0,-1.0,hospitality / travel,2012-05-21-17-51,california,no_kids,straight,like_boths,christianity,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single
31.0,average,other,2,2,73.0,20000.0,other,2012-06-24-21-12,california,no_kids,straight,like_boths,agnosticism,m,aries,no,english,single
20.0,fit,other,2,0,70.0,-1.0,executive / management,2012-06-28-08-30,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
29.0,fit,other,2,0,67.0,-1.0,other,2012-06-29-19-28,california,no_kids,straight,like_dogs,christianity,f,virgo but it doesn&rsquo;t matter,no,english,single
26.0,average,other,3,0,67.0,-1.0,other,2012-06-25-17-09,california,no_kids,bisexual,like_dogs,agnosticism,f,taurus and it&rsquo;s fun to think about,no,"english (poorly), swahili (fluently), ancient greek (fluently), c++ (okay), yiddish (fluently)",single
27.0,fit,other,3,0,70.0,-1.0,science / tech / engineering,2012-06-29-09-49,california,no_kids,straight,like_dogs,christianity,m,libra but it doesn&rsquo;t matter,,"english, german (poorly)",single
22.0,fit,other,2,0,68.0,20000.0,student,2012-06-29-22-25,california,no_kids,bisexual,like_boths,atheism,f,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), french (fluently), spanish (okay)",single
26.0,average,other,1,0,70.0,-1.0,student,2012-06-30-07-26,california,no_kids,gay,like_dogs,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
38.0,average,other,2,0,68.0,-1.0,computer / hardware / software,2012-06-05-23-46,california,no_kids,gay,like_boths,catholicism,m,gemini and it&rsquo;s fun to think about,when drinking,english (fluently),single
28.0,average,other,3,0,68.0,30000.0,artistic / musical / writer,2012-06-23-16-16,california,no_kids,straight,like_boths,atheism,m,leo and it&rsquo;s fun to think about,trying to quit,english,single
25.0,average,other,3,1,71.0,20000.0,student,2012-03-14-01-07,other,no_kids,straight,like_boths,other and laughing about it,m,aquarius,no,"english (fluently), spanish (okay)",single
55.0,fit,other,2,0,71.0,-1.0,construction / craftsmanship,2012-06-14-10-53,california,kid,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,no,"english, hungarian (fluently)",single
27.0,fit,other,1,0,67.0,-1.0,other,2012-06-29-22-49,california,no_kids,straight,like_boths,agnosticism,m,gemini,no,english (fluently),single
54.0,fit,other,2,0,71.0,-1.0,banking / financial / real estate,2012-06-26-14-31,california,no_kids,straight,like_boths,christianity,m,leo,no,english,single
34.0,average,other,2,0,69.0,-1.0,other,2012-06-29-18-34,california,no_kids,gay,like_boths,judaism,m,sagittarius but it doesn&rsquo;t matter,,"english (fluently), spanish (poorly)",single
33.0,average,other,2,0,68.0,50000.0,sales / marketing / biz dev,2012-01-16-02-44,california,no_kids,straight,like_boths,agnosticism,m,capricorn,no,english,single
24.0,fit,halal,3,1,72.0,-1.0,other,2012-06-30-00-29,california,no_kids,straight,like_boths,agnosticism,m,,when drinking,english,single
36.0,fit,other,2,0,69.0,-1.0,artistic / musical / writer,2012-06-29-10-15,california,no_kids,straight,like_dogs,buddhism,m,cancer,no,english,single
40.0,fit,other,2,0,68.0,-1.0,executive / management,2011-11-19-19-38,other,no_kids,straight,like_dogs,other,f,scorpio,no,english (fluently),single
22.0,average,other,2,0,62.0,20000.0,student,2012-01-22-03-37,california,no_kids,straight,like_boths,agnosticism,f,cancer and it&rsquo;s fun to think about,sometimes,english (fluently),seeing someone
39.0,fit,halal,2,0,67.0,-1.0,other,2012-06-29-22-27,california,no_kids,straight,like_boths,judaism,f,gemini,no,"english, russian, hebrew, spanish",single
54.0,fit,other,2,0,69.0,30000.0,artistic / musical / writer,2012-06-29-22-01,other,no_kids,straight,like_dogs,other and laughing about it,m,libra but it doesn&rsquo;t matter,no,english,single
53.0,fit,other,1,0,65.0,-1.0,other,2012-06-26-17-50,california,no_kids,straight,like_boths,buddhism,f,scorpio and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single
55.0,fit,other,2,0,67.0,-1.0,education / academia,2012-06-28-05-35,california,no_kids,straight,like_boths,buddhism,m,aquarius but it doesn&rsquo;t matter,no,english,single
23.0,average,other,2,0,72.0,20000.0,artistic / musical / writer,2012-06-29-00-04,california,no_kids,straight,like_cats,agnosticism,m,,no,"english, chinese (poorly), japanese (poorly), latvian (poorly), german (poorly)",single
27.0,fit,other,2,0,67.0,100000.0,computer / hardware / software,2012-02-10-01-10,california,no_kids,straight,like_boths,agnosticism,m,,no,"english (fluently), spanish (okay)",single
52.0,average,other,0,0,71.0,20000.0,unemployed,2012-06-29-20-12,california,kid,gay,like_boths,catholicism,m,pisces but it doesn&rsquo;t matter,no,english,single
32.0,fit,other,2,0,70.0,-1.0,banking / financial / real estate,2012-06-30-05-40,other,no_kids,straight,like_dogs,other,m,aquarius,no,"english (fluently), hindi (fluently)",single
41.0,fit,other,2,0,71.0,-1.0,other,2012-06-29-21-02,california,no_kids,straight,like_boths,agnosticism,m,leo,no,english,single
20.0,fit,other,2,0,72.0,-1.0,other,2012-06-22-02-49,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
52.0,fit,other,1,0,74.0,-1.0,computer / hardware / software,2012-06-29-23-31,other,no_kids,straight,like_boths,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), russian (poorly), spanish (okay)",single
28.0,fit,other,2,0,70.0,-1.0,executive / management,2012-05-03-06-31,california,no_kids,straight,like_boths,christianity,m,,,english,single
41.0,fit,other,2,0,68.0,30000.0,sales / marketing / biz dev,2011-09-06-21-53,california,no_kids,gay,like_boths,agnosticism,m,aries but it doesn&rsquo;t matter,no,english,single
30.0,average,other,2,0,73.0,80000.0,computer / hardware / software,2012-06-30-00-07,california,no_kids,straight,like_dogs,agnosticism,m,gemini but it doesn&rsquo;t matter,,"english, spanish",single
25.0,average,other,2,0,61.0,-1.0,other,2012-06-29-22-52,california,no_kids,straight,like_boths,agnosticism,f,,no,"english (fluently), chinese (okay)",single
29.0,fit,other,2,0,68.0,-1.0,construction / craftsmanship,2012-04-26-16-55,california,kid,straight,like_dogs,christianity,m,pisces,when drinking,english,single
58.0,average,other,0,0,66.0,-1.0,other,2012-05-23-13-08,california,no_kids,gay,like_boths,agnosticism,m,taurus but it doesn&rsquo;t matter,no,english,single
58.0,fit,other,2,1,62.0,-1.0,sales / marketing / biz dev,2012-06-29-18-52,california,no_kids,straight,like_cats,buddhism,f,sagittarius,no,"english, french (okay), spanish (poorly)",single
35.0,average,other,2,0,71.0,70000.0,computer / hardware / software,2012-06-23-17-17,california,no_kids,straight,like_dogs,christianity,m,virgo but it doesn&rsquo;t matter,no,english,single
36.0,fit,other,2,1,69.0,80000.0,computer / hardware / software,2012-06-05-09-16,other,kid,straight,like_dogs,other,m,cancer and it&rsquo;s fun to think about,sometimes,english,single
20.0,fit,other,2,0,74.0,-1.0,other,2012-05-10-21-04,california,no_kids,straight,like_boths,christianity,m,libra but it doesn&rsquo;t matter,,english,single
41.0,average,other,2,0,68.0,30000.0,other,2012-05-10-19-08,california,kid,straight,like_cats,christianity,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
36.0,average,other,2,0,66.0,-1.0,medicine / health,2012-06-30-02-12,california,no_kids,bisexual,like_boths,agnosticism,f,taurus and it&rsquo;s fun to think about,no,english,single
26.0,fit,other,2,0,71.0,-1.0,sales / marketing / biz dev,2012-06-28-11-15,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
32.0,fit,other,2,0,71.0,-1.0,sales / marketing / biz dev,2012-06-29-16-26,california,no_kids,straight,like_dogs,christianity,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
29.0,average,other,2,0,67.0,-1.0,hospitality / travel,2012-06-30-02-27,california,no_kids,straight,like_boths,agnosticism,m,,no,"english (fluently), spanish (fluently)",single
33.0,average,other,3,1,66.0,80000.0,entertainment / media,2012-02-29-15-44,california,no_kids,straight,like_dogs,judaism,m,aries but it doesn&rsquo;t matter,no,"english (fluently), esperanto (poorly)",single
66.0,fit,other,2,1,70.0,60000.0,rather not say,2012-06-27-11-45,california,kid,straight,like_dogs,judaism,m,aquarius but it doesn&rsquo;t matter,no,english,single
30.0,average,other,2,0,69.0,-1.0,banking / financial / real estate,2012-01-26-19-42,california,no_kids,straight,like_boths,atheism,m,scorpio but it doesn&rsquo;t matter,sometimes,"english (fluently), french (poorly)",single
27.0,fit,other,3,1,69.0,-1.0,student,2012-06-26-00-03,california,no_kids,straight,like_cats,atheism,m,cancer but it doesn&rsquo;t matter,trying to quit,"english (fluently), chinese (fluently), japanese (okay), french (poorly)",single
36.0,average,other,2,0,65.0,-1.0,executive / management,2012-01-23-01-39,california,no_kids,straight,like_dogs,agnosticism,f,,no,english,single
25.0,fit,other,4,0,62.0,50000.0,other,2012-04-21-05-02,california,no_kids,straight,like_dogs,agnosticism,f,,no,english,single
42.0,average,other,0,0,64.0,-1.0,student,2012-06-30-00-53,other,kid,straight,like_boths,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
38.0,average,other,2,1,64.0,20000.0,artistic / musical / writer,2012-06-27-13-07,california,no_kids,straight,like_boths,agnosticism,f,sagittarius but it doesn&rsquo;t matter,when drinking,english (fluently),single
60.0,overweight,other,2,0,64.0,-1.0,rather not say,2012-03-21-19-37,california,kid,straight,like_boths,agnosticism,m,,no,"english (fluently), chinese (fluently), japanese (poorly), korean (poorly), spanish (poorly)",single
37.0,average,other,3,0,72.0,-1.0,clerical / administrative,2012-06-29-12-44,california,no_kids,gay,like_dogs,agnosticism,m,leo and it&rsquo;s fun to think about,no,english,single
29.0,average,other,2,1,65.0,-1.0,education / academia,2012-05-28-21-26,california,no_kids,straight,like_boths,catholicism,f,aquarius and it&rsquo;s fun to think about,no,english,single
32.0,average,other,2,0,68.0,40000.0,sales / marketing / biz dev,2012-06-30-00-54,california,kid,straight,like_boths,christianity,m,capricorn and it&rsquo;s fun to think about,no,english,single
35.0,fit,other,2,0,66.0,-1.0,other,2012-06-29-09-56,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
24.0,average,other,1,0,68.0,30000.0,sales / marketing / biz dev,2012-06-27-21-31,california,no_kids,straight,like_cats,agnosticism,m,pisces but it doesn&rsquo;t matter,no,english (fluently),available
41.0,fit,other,0,0,72.0,-1.0,construction / craftsmanship,2012-06-30-05-15,other,kid,straight,like_boths,other,m,taurus,yes,english,single
30.0,average,other,3,1,64.0,-1.0,medicine / health,2012-06-29-19-41,california,no_kids,straight,like_boths,atheism,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),available
40.0,fit,other,1,0,72.0,150000.0,science / tech / engineering,2012-03-25-12-25,california,no_kids,straight,like_dogs,buddhism,m,leo,no,"english (fluently), german (okay)",single
27.0,average,other,1,0,66.0,40000.0,computer / hardware / software,2012-06-27-09-58,california,no_kids,bisexual,like_boths,agnosticism,f,aquarius but it doesn&rsquo;t matter,no,english,single
28.0,fit,other,1,0,70.0,50000.0,artistic / musical / writer,2012-06-28-10-51,california,no_kids,straight,like_boths,buddhism,m,aquarius and it&rsquo;s fun to think about,sometimes,english,single
38.0,fit,other,1,0,71.0,-1.0,executive / management,2012-06-29-22-33,other,no_kids,straight,like_dogs,other and laughing about it,m,,no,"english, russian (fluently), french (poorly)",single
35.0,fit,other,2,0,67.0,-1.0,other,2012-06-10-03-21,california,no_kids,straight,like_boths,buddhism,m,,no,"english, spanish (okay), indonesian (poorly)",single
26.0,average,other,2,0,77.0,-1.0,science / tech / engineering,2012-05-29-22-26,california,no_kids,straight,like_boths,christianity,m,sagittarius but it doesn&rsquo;t matter,no,english,single
30.0,average,other,1,0,71.0,-1.0,science / tech / engineering,2012-06-24-10-09,california,no_kids,straight,like_boths,agnosticism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)",single
23.0,fit,other,2,0,71.0,-1.0,student,2012-04-07-08-55,other,no_kids,straight,like_dogs,other,m,aries,when drinking,english,single
25.0,fit,halal,2,0,66.0,-1.0,student,2012-06-23-14-09,california,no_kids,straight,like_boths,atheism,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (okay)",single
35.0,average,halal,2,0,75.0,-1.0,sales / marketing / biz dev,2012-06-30-05-52,california,no_kids,straight,like_boths,atheism,m,scorpio and it matters a lot,no,english (fluently),single
26.0,average,other,2,0,71.0,-1.0,clerical / administrative,2012-05-21-21-27,california,no_kids,straight,like_dogs,agnosticism,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
32.0,fit,other,0,0,70.0,150000.0,banking / financial / real estate,2011-10-01-17-14,california,no_kids,straight,like_dogs,agnosticism,m,,no,english,single
25.0,average,other,0,0,72.0,-1.0,other,2012-06-29-18-59,california,no_kids,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,trying to quit,english,single
26.0,fit,other,3,0,76.0,-1.0,banking / financial / real estate,2012-06-29-19-21,california,no_kids,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), swedish (poorly), norwegian (poorly)",single
42.0,average,other,2,0,69.0,-1.0,entertainment / media,2012-06-26-14-55,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
26.0,average,other,2,0,66.0,-1.0,medicine / health,2012-06-29-17-37,california,no_kids,straight,like_boths,agnosticism,f,leo and it&rsquo;s fun to think about,no,english,single
21.0,average,other,2,0,66.0,-1.0,other,2012-06-30-01-00,california,no_kids,straight,like_boths,agnosticism,f,libra and it&rsquo;s fun to think about,sometimes,english (fluently),single
26.0,average,other,2,0,64.0,-1.0,other,2012-06-25-22-29,california,no_kids,straight,like_boths,christianity,f,,no,english,single
33.0,fit,other,2,0,64.0,50000.0,education / academia,2012-06-29-18-50,california,no_kids,straight,like_boths,agnosticism,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), other (fluently), spanish (okay), hindi (okay)",single
25.0,fit,other,5,0,72.0,-1.0,other,2012-05-18-14-44,california,no_kids,straight,like_boths,agnosticism,m,capricorn,trying to quit,english,single
25.0,fit,other,2,0,65.0,-1.0,banking / financial / real estate,2012-06-29-16-24,california,no_kids,straight,like_dogs,agnosticism,m,scorpio and it&rsquo;s fun to think about,no,english,single
27.0,fit,other,2,0,73.0,-1.0,artistic / musical / writer,2012-01-29-21-18,california,no_kids,straight,like_boths,agnosticism,m,,,"english (fluently), italian (fluently)",single
27.0,average,other,2,0,64.0,-1.0,banking / financial / real estate,2012-06-27-23-20,california,no_kids,straight,like_boths,agnosticism,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), hindi (fluently), french (poorly)",single
41.0,fit,other,2,0,76.0,-1.0,other,2012-06-29-19-47,california,no_kids,straight,like_boths,agnosticism,m,,no,english,available
24.0,fit,other,0,0,71.0,20000.0,medicine / health,2012-01-03-20-38,california,no_kids,straight,like_boths,agnosticism,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), tagalog (poorly)",single
20.0,average,halal,2,0,66.0,-1.0,student,2012-06-29-21-41,california,no_kids,bisexual,like_boths,judaism,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), hebrew (poorly)",single
31.0,average,other,1,0,70.0,-1.0,political / government,2012-06-26-05-13,other,no_kids,straight,like_boths,other,f,sagittarius and it&rsquo;s fun to think about,no,english,single
43.0,fit,other,2,0,71.0,-1.0,computer / hardware / software,2012-06-23-16-39,california,no_kids,gay,like_boths,agnosticism,m,cancer and it&rsquo;s fun to think about,no,english (fluently),single
39.0,average,other,2,0,66.0,-1.0,other,2012-06-26-23-00,california,no_kids,straight,like_boths,agnosticism,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
32.0,average,other,2,0,62.0,-1.0,science / tech / engineering,2012-05-16-21-23,california,no_kids,straight,like_boths,agnosticism,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), japanese (fluently)",single
28.0,average,other,2,0,71.0,20000.0,artistic / musical / writer,2012-05-07-06-29,other,no_kids,bisexual,like_boths,other,f,gemini and it&rsquo;s fun to think about,no,english,single
33.0,fit,other,1,0,66.0,-1.0,computer / hardware / software,2012-06-29-17-17,california,no_kids,straight,like_boths,agnosticism,f,,no,"english (fluently), swedish (okay), french (poorly), spanish (okay)",single
26.0,fit,other,2,1,62.0,-1.0,clerical / administrative,2012-01-30-07-19,california,no_kids,straight,like_boths,atheism,f,,when drinking,english (fluently),single
35.0,average,other,2,0,62.0,-1.0,science / tech / engineering,2012-06-29-22-43,california,no_kids,straight,like_dogs,catholicism,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), french (okay), german (poorly), occitan",single
31.0,overweight,other,2,0,64.0,-1.0,artistic / musical / writer,2012-02-05-12-05,california,no_kids,gay,like_boths,agnosticism,f,taurus but it doesn&rsquo;t matter,when drinking,english (fluently),single
33.0,average,other,2,0,67.0,-1.0,other,2012-06-29-09-40,california,no_kids,straight,like_boths,catholicism,f,pisces and it&rsquo;s fun to think about,when drinking,english,single
19.0,fit,halal,1,0,72.0,-1.0,computer / hardware / software,2012-06-24-21-58,california,no_kids,gay,like_boths,agnosticism,m,virgo and it&rsquo;s fun to think about,no,english,single
30.0,average,other,2,0,64.0,-1.0,computer / hardware / software,2011-11-11-05-36,california,no_kids,straight,like_cats,agnosticism,f,scorpio but it doesn&rsquo;t matter,no,english,single
35.0,average,other,2,0,68.0,-1.0,sales / marketing / biz dev,2012-06-29-23-58,california,no_kids,straight,like_dogs,judaism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
31.0,average,other,1,0,63.0,-1.0,rather not say,2012-06-30-03-09,california,no_kids,straight,like_boths,agnosticism,f,cancer but it doesn&rsquo;t matter,no,"english, french (poorly)",single
35.0,fit,other,2,0,72.0,-1.0,transportation,2012-06-20-13-08,california,no_kids,straight,like_boths,atheism,m,pisces and it&rsquo;s fun to think about,no,english (fluently),available
